abstract,title,authors,session,all_keyword_ids,paper_id,session_name,stream,timeslot,track,stream_name,schedule,day,time,start_time,end_time,date,room,keywords,track_code
"Digital transformation has become a worldwide phenomenon and has a significant impact on the functioning of organisations in many areas. In our research, we focus on the application of digitisation in the field of human resource [HR] management. There are many possibilities for utilising digitisation in HR, e.g., employee recruitment, more efficient planning of interviews, productivity measurement, psychodiagnostics tests, adaptation of new employees, and other areas. A questionnaire has been developed to determine i] the extent to which digitisation is implemented in organisations in the Czech Republic, ii] which specific elements of digitisation are used, iii] what consequences organisations observe in this context, and iv] whether barriers to the introduction and implementation of digitisation are observed in relation to the age of employees. Statistical methods are used for analysis in which we focus on whether the implementation of digitisation varies depending on the size of the organisation or the economic sector. Attention is also paid to whether it can be argued that the benefits of digitisation increase disproportionately when implemented in multiple areas. We employ the GUHA method to discover the knowledge from the data and generate statistical hypotheses. Hypotheses are tested by means of the chi-square test. Additionally, selected multidimensional statistical methods, such as factor or cluster analysis, are also applied to evaluate the obtained results.",Analysis of the implementation of digitisation in human resource management depending on the size of the organisation or economic sector,[48733],210,"[57, 0]",3226,Analytics and the link with stochastic dynamics II,17,8,31,Analytics,"Tuesday, 10:30-12:00",T,B,10:30,12:00,2024-07-02,54 [building - 208],['Human Resources Management'],TB-31
"We explore a consistent vehicle routing problem for home health care under uncertain travel and service times. In this problem, the planner must schedule and route a group of care workers to visit patients multiple times over a planning horizon while ensuring service consistency so that each patient will be serviced by the same care worker at the same time slot every time the service is provided. This problem variant extends the home health care routing and scheduling problem [HHCRSP] to include service level constraints under stochastic travel and service times. We propose a stochastic solution framework where the uncertainty is represented by [i] a discrete scenario set and [ii] an extreme value theory-based [EVT-based] approximation. A unified branch-and-check algorithm that leverages constraint programming [CP] to handle the subproblem is developed to efficiently solve the stochastic models with these uncertainty representations.  Results show that the stochastic optimization framework can efficiently handle practical benchmark instances and produce schedules with significantly improved service levels than the deterministic model.",Models and solution approaches for the consistent vehicle routing problem under stochastic travel and service times,"[57787, 78436, 53667]",281,"[136, 145, 129]",3227,Robust and Stochastic Routing Problems,49,2,35,"Stochastic, Robust and Distributionally Robust Optimization","Monday, 8:30-10:00",M,A,8:30,10:00,2024-07-01,44 [building - 303A],"['Stochastic Optimization', 'Vehicle Routing', 'Scheduling']",MA-35
"We proposed a mixed-integer linear programming [MILP] for the consistent vehicle routing problem with time windows [ConVRPTW], which is solved with a Tabu Search metaheuristic. This study is motivated by the necessity of increasing the service level of companies in the logistics area. The study considers a schedule of routes in multiple periods, where the set of clients and their demand fluctuates in the planning horizon. The objective is to minimize the length of routes fulfilling the requirements of service consistency. The solution is evaluated through Key Performance Indicators[KPIs] to analyze the balance between routes, design strategies to perform routing plans, and improve future benchmarks in the literature.",Key performance indicators for consistent vehicle routing problem,"[74280, 71223]",978,"[145, 65, 74]",3228,Vehicle routing II,6,3,60,Transportation,"Monday, 10:30-12:00",M,B,10:30,12:00,2024-07-01,S09 [building - 101],"['Vehicle Routing', 'Logistics', 'Metaheuristics']",MB-60
"The need for a socio-ecological transformation of society is being emphasised in different contexts. Tomorrow's business leaders will play a key role in this transformation. Therefore the call for more Responsible Management Education [RME] is becoming steadily louder. In response, the United Nations-backed Principles for Responsible Management Education [PRME] initiative was founded, aiming to provide future leaders with the skills they need to contribute to a sustainable development. 
Three curricular dimensions influence, whether students gain these skills - the formal, the informal and the hidden curriculum. Aims of RME can only be reached if all three dimensions are aligned. However, currently scholars pay little attention to the hidden and informal curriculum.
This research aims to generate knowledge about the hidden curriculum. Moreover, connections between formal and hidden curricula shall be researched. 
The hidden curriculum will be examined through questionnaires and group discussions, including stimulated recalls. The formal curriculum will be raised through a documentary analysis. Discussions and documents will be evaluated with qualitative content analysis. 
The results will presumably provide profound knowledge concerning the interaction mechanisms of formal and hidden curricula. The outcome can help researchers develop RME implementation models. Moreover, this knowledge can support lecturers in questioning and improving RME in their institutions.
",The Role of the Multi-dimensional Learning Environment in the Context of Responsible Management Education,[78428],791,"[41, 92, 15]",3229,OR Education I,48,2,16,OR Education,"Monday, 8:30-10:00",M,A,8:30,10:00,2024-07-01,19 [building - 116],"['Ethics', 'OR in Education', 'Complex Societal Problems']",MA-16
"The Malmquist Productivity Index [MPI], a major DEA advancement, evaluates productivity changes over time in decision-making unit [DMU] with multiple inputs and outputs. This paper addresses the underexplored scenario of a single input with multiple outputs or vice versa. Existing MPI models often overlook non-Archimedean epsilon, but our novel approach incorporates it in scenarios featuring a single input or output. An efficient procedure is proposed for problem-solving in both input- and output-oriented cases. Theoretical validation through theorems is complemented by a practical analysis of productivity growth across 18 OECD countries from 2005 to 2021, demonstrating the methodology's effectiveness.",Exploring Productivity Growth - A Data Envelopment Analysis in Single Input/Output Scenarios,"[78433, 78186, 77849]",945,"[24, 35, 110]",3230,DEA methodological developments I,89,14,48,Data Envelopment Analysis and its Application,"Wednesday, 12:30-14:00",W,C,12:30,14:00,2024-07-03,60 [building - 324],"['Data Envelopment Analysis', 'Efficiency Analysis', 'Programming, Linear']",WC-48
"Kidney transplant is crucial for end-stage renal disease patients, yet demand for kidneys surpasses supply. Organs can be obtained from both deceased and living donors, with compatibility between patient and donor being a pivotal factor in the matching process. Kidney Exchange Programs [KEPs] aim to address the kidney shortage issue by facilitating exchanges between living incompatible donor-recipient pairs, either through cycles or through chains initiated by a living donor. To boost transplant rates, the use of deceased donor kidneys to trigger transplant chains has been proposed, which involves the last donor in the chain donating back to the deceased donor waiting list. This study investigates when to use deceased donors to initiate chains, aiming to maximize the total number of transplants, while ensuring patient types on the deceased donor waiting list are not disadvantaged. First, we use an offline Integer Linear Programming framework to assess the efficacy of using deceased chain-initiating kidneys [CIKs] within the existing practice. Building on this foundation, we introduce a stochastic model using Sample Average Approximation to address the dynamic and uncertain nature of the problem. Through simulation, using secondary data from the National Kidney Registry between 2012 and 2016, we show that deceased CIKs can potentially enhance patient outcomes in terms of the number of transplants and wait times, but the results are sensitive to the characteristics of the KEP.","Wanted, Dead or Alive - Leveraging Deceased Donors for Enhanced Patient Outcomes in Kidney Exchange Programs","[78432, 22950, 59035, 61302]",951,"[56, 0]",3233,Kidney Exchange II,3,10,10,OR in Health Services [ORAHS],"Tuesday, 14:30-16:00",T,D,14:30,16:00,2024-07-02,11 [building - 116],['Health Care'],TD-10
"The transition towards more sustainable food systems is essential for achieving climate targets and the Sustainable Development Goals [SDGs]. Achieving goal 12, responsible consumption and production, in particular, will require changes in consumer behavior,  the adoption of sustainable practices by suppliers, and, most importantly, the implementation of policies that foster such sustainable behaviors. Whether it is the availability of supply or the increasing demand that drives sustainability transient consumption is often discussed in economic circles. From the complex systems perspective, it is their interaction that matters. This article explores how consumer preferences and restaurant menus co-evolve to contribute to a more sustainable food system and how this co-evolution is affected by different policy instruments. We use a spatially explicit agent-based model of the catering industry in Amsterdam as a case study. The model is built using spatial microsimulation to expand on survey data from a discrete choice experiment about restaurants in Amsterdam. We observe that in the absence of policy interventions, it takes quite a lot of time for changes in diet patterns to occur. Multiple cities are working on their sustainability. Based on the generated insights, we expect our research to contribute to the current debate on the policy interventions to achieve sustainable urban food systems and the SDGs, and to be of consequence across multiple cities worldwide.  ","Steering sustainable food systems - the complex co-evolution of consumer preferences, sustainable restaurants, and policymaking ",[78431],601,"[10, 33, 100]",3234,Simulation in sustainability,77,8,43,"Agent-based Models in Management, Economic and Organisation Sciences","Tuesday, 10:30-12:00",T,B,10:30,12:00,2024-07-02,99 [building - 306],"['Behavioural OR', 'Economic Modeling', 'OR in Sustainability']",TB-43
"Copper, an essential mineral for renewable energy technologies, faces significant supply chain disruption risks due to its uneven global distribution. This research focuses on the vulnerabilities within the copper industry's supply chain, which is extensively interconnected from the extraction of raw materials to the production of finished goods.

This study leverages complex network theory to develop a weighted, multi-layer supply chain network model at the firm level within the copper industry, utilizing real-world data from the FactSet Supply Chain Relationship database. It examines the network's structural characteristics and employs degree-based removal strategies to simulate targeted attacks on the network, offering insights into its robustness.

This study enriches the literature by providing an in-depth analysis of the copper supply chain at the firm level, employing dynamic risk transmission modeling to explore supply risks across firm, industry, and regional levels. The study not only identifies vulnerabilities but also proposes strategies to enhance network resilience. Through this comprehensive framework, we offer new insights into mitigating supply chain vulnerabilities in the copper industry, highlighting the critical role of network structure and interdependencies in supply chain resilience.
",Multi-layer Supply Network Dynamics and Resilience in the Copper Industry - A Complex Network Theory Analysis,"[77623, 79756]",513,"[126, 97, 78]",3235,Raw Material Supply Chains,19,3,24,Sustainable Supply Chains,"Monday, 10:30-12:00",M,B,10:30,12:00,2024-07-01,83 [building - 116],"['Risk Analysis and Management', 'OR in Mining', 'Natural Resources']",MB-24
"This work tackles the issue of waste collection for a company situated in the Northen Italy. The project aimed to streamline waste collection planning through the implementation of a dedicated optimization engine. This problem involves collecting various types of waste from multiple customers, which then need to be transported to specific landfills. Compatibility constraints arise from the nature of the waste, the vehicle type, or the container loaded onto the vehicles. The collection process can unfold in various ways - containers may be loaded directly onto the waste management company’s trucks and then returned empty to the original customer, or the loads [always equivalent to full containers] can be transferred onto the containers attached to the trucks and transported to the landfill. Moreover, the service must adhere to specific time windows associated with depot, customers, and landfills. The problem is defined as a roll-on roll-off pick-up and delivery problem with time windows. Given its complexity, a three-phase covering heuristic is developed. In the first phase, the algorithm clusters customers into subgroups; in the second phase, route generation takes place, while in the third phase, a modified version of the Chvátal heuristic is implemented to determine a feasible solution, with the aim of minimizing costs and ensuring the maximum coverage of served customers. The approach was tested using real data instances provided by the partner company.",A Roll-On Roll-Off Vehicle Routing Problem for Industrial Waste Collection - A Case Study in Northern Italy,"[54545, 13546, 78438, 78437]",777,"[145, 59, 125]",3236,Waste Collection,5,9,58,VeRoLog - Vehicle Routing and Logistics,"Tuesday, 12:30-14:00",T,C,12:30,14:00,2024-07-02,S07 [building - 101],"['Vehicle Routing', 'Industrial Optimization', 'Reverse Logistics / Remanufacturing']",TC-58
"Using systems theory and the tools of systems dynamics the worldwide spread of the covid19 pandemic can be analyzed as an effect of intrusions into ecosystems. The spreading of the covid19 virus started in 2019 in China as a local intrusion into an ecosystem. Subsequently the spreading of the virus in the word in 2019, 2020 and 2021 can be explained from this perspective. Thereby taking into account the globalizing of our world and the increasing influence of social media in the communication about and handling of the pandemics. The variables that explained the expanse of the pandemic are summarized in a global systems dynamic map. In this context the effect and efficacy of the  governance policies to handle the pandemic is analyzed. Thereby taking into account economic inequality in and between countries and associated social unwanted effects on the present and next generation. Also the unexpected and disturbing outcomes of linear and nonlinear feedback loops on the way people reacted on government policies and the role social media played is studied. Thereby at last focusing on the ethical questions concerning wanted and unwanted effects of those policies.  As a case study, with the aid of the system dynamics map a simulation model is developed to evaluate the policy of the government in the Netherlands and develop for this case alternative scenario’s, with a better balance between wanted and unwanted effects on the population, thereby addressing ethical questions.  ",The ethics of wanted and unwanted effects of government policies to handle the worldwide covid19 pandemic,[78434],77,"[15, 140, 41]",3239,"Ethics and OR, societal complexity and public service",28,4,20,OR and Ethics,"Monday, 12:30-14:00",M,C,12:30,14:00,2024-07-01,45 [building - 116],"['Complex Societal Problems', 'System Dynamics and Theory', 'Ethics']",MC-20
"Cartels in Latin America pose a significant threat to societal stability and public safety, perpetuating extensive violence and socio-economic disruption. Despite substantial investments in security measures by states like Mexico and the U.S., violence continues to escalate, and the power of cartels remains resilient. In this presentation we examine the effectiveness of current strategies and propose a novel approach using optimal control theory to analyze cartel dynamics. By modelling the allocation of resources between security initiatives and social programs, this study aims to identify an optimal strategy for reducing cartel violence and mitigating its impacts on society. Through this analytical lens, we offer insights into potential avenues for more effective policymaking and resource allocation in the ongoing fight against organized crime.",The optimal mix of incapacitations and social programs for fighting cartel violence in Mexico,"[4861, 39239, 23372, 4860, 78441, 19666, 78443]",847,"[20, 15, 101]",3240,Optimal control in organizations,90,5,33,Optimal Control Theory and Applications,"Monday, 14:30-16:00",M,D,14:30,16:00,2024-07-01,42 [building - 303A],"['Control Theory', 'Complex Societal Problems', 'OR/MS and the Public Sector']",MD-33
"We study how a firm's pricing flexibility to potentially increase its prices during a disruption impacts its decisions on the level of reserve inventory or reserve capacity to carry in anticipation of disruptions.  While the reserve inventory provides a certain quantity of inventory that the firm can continue to sell during a disruption, reserve capacity allows the firm to maintain production during a disruption at a certain production rate.  Specifically, we consider a firm producing a single product and that is exposed to random disruptions.  The firm first decides on the level of reserve inventory or reserve capacity to carry in anticipation of disruptions.  When a disruption does occur, it may then choose to adjust its price to better align demand with the supply restrictions during the disruption.  We characterize the firm's optimal pricing decisions during disruptions, and the level of reserve inventory or reserve capacity to hold in anticipation of disruptions.  We find that a certain level of pricing flexibility may be required to justify holding reserve inventory or reserve capacity.  Further, we also show that while a firm's pricing flexibility during a disruption and reserve capacity decisions are substitutes, pricing flexibility and reserve inventory may act either as substitutes or complements, that is, a firm may be incentivized to carry a lower or higher amount of reserve inventory if it possesses further flexibility to increase its prices during a disruption.",Disruption Mitigation and Pricing Flexibility,"[78435, 78485]",263,"[124, 138, 61]",3241,Pricing and applications 3,11,2,59,Pricing and Revenue Management,"Monday, 8:30-10:00",M,A,8:30,10:00,2024-07-01,S08 [building - 101],"['Revenue Management and Pricing', 'Supply Chain Management', 'Inventory']",MA-59
"The International Energy Agency [IEA] recently revealed that - “Strong GDP growth and a weak monsoon drove up India's energy-related carbon emissions by around 190 million tonnes in 2023, though the country's per capita emissions remain far below the global average”. Given its target growth rate of 9% of reaching an economy of $5 trillion by 2024-25, it is an immense challenge for India to meet the growth target while keeping its GHG emissions under control. While SDGs 7 & 13 call for affordable and clean energy & climate action respectively by 2030, improving energy efficiency while keeping the GHG emissions under control could be one of the key paths to address the issues of energy security, climate change and economic stability for India. Further, India is characterized by considerable differences in energy efficiency in different regions resulting from differences in their economic and demographic trends, resource availability and industrial profiles. Given this background, this paper aims to - 1] identify the potential sources which influence India’s GHG emissions at regional level 2] explore various methods of decomposition analysis viz. IDA, SDA and PDA and apply the most appropriate amongst them to investigate potential sources on GHG emission changes 3] to extend the authors’ research presented at IFORS-2023 by performing decomposition analysis with GDP as the desirable output and GHG emissions as the undesirable output respectively.",Energy consumption decomposition analysis in developing countries with specific reference to India,"[57516, 3524]",55,"[28, 29, 94]",3242,Sustainable Economics in Developing Countries  ,67,13,18,OR for Development and Developing Countries,"Wednesday, 10:30-12:00",W,B,10:30,12:00,2024-07-03,42 [building - 116],"['Developing Countries', 'Development', 'OR in Environment and Climate change']",WB-18
"Fantasy Premier League is a “play along” fantasy game that follows the real-world events of Premier League games. It allows Premier League fans to compete against each other in their knowledge of players and teams. Players can set their own teams of players in the Premier League, who then earn points through their real-world performance in the Premier League. There is a substantial body of research on American Football Fantasy Leagues. However, possibly during to the low scoring nature of soccer as compared to American football, the Fantasy Premier League has not drawn as much attention. We show how to incorporate publicly available information into frequentist and Bayesian statistical models that will be used in optimization model to select teams for each week. ",Optimisation for the Fantasy Football League,"[59052, 23431, 78459]",664,"[99, 7]",3243,Sports scheduling and optimization,37,7,16,OR in Sports,"Tuesday, 8:30-10:00",T,A,8:30,10:00,2024-07-02,19 [building - 116],"['OR in Sports', 'Analytics and Data Science']",TA-16
"The increasing integration of solar photovoltaic [PV] power poses challenges for power system operation. Accurate forecasts of PV power are both financially beneficial for electricity suppliers and necessary for grid operators to optimize operation and avoid grid imbalances. This talk will explore a framework utilizing conformal prediction [CP], an emerging probabilistic forecasting methodology, to assist decision-making for PV power market participants on the day-ahead market [DAM]. It will begin by demonstrating how machine learning models can be employed to construct the point predictions based on weather forecasts. Subsequently, various variants of conformal prediction are introduced to quantify the uncertainty of these predictions. The talk will then explore the application of several market bidding strategies, including trust-the-forecast, worst-case, Newsvendor and expected utility maximization, to facilitate decision-making for market participants on the DAM using CP methods. Through a case study in the Netherlands, it will highlight how CP when combined with certain bidding strategies can lead to increased profit with minimal energy imbalance, outperforming classical probabilistic forecasting methods, such as linear quantile regression. The talk will conclude by highlighting the need to expand the framework to cover other short-term markets, namely intra-day markets.",Conformal Prediction for Stochastic Decision-Making of PV Power in Electricity Markets,[76656],344,"[36, 47, 136]",3246,Energy transition and operations,21,5,22,Energy Management,"Monday, 14:30-16:00",M,D,14:30,16:00,2024-07-01,81 [building - 116],"['Electricity Markets', 'Forecasting', 'Stochastic Optimization']",MD-22
"Access to clean drinking water can be a luxury in impoverished communities in the United States. Nationally, more than 2 million people lack access to safe drinking water and indoor plumbing, and this figure does not include homes with a working tap of unsafe drinking water. Therefore, a far larger number of Americans face water insecurity. A recent examination of US Census and Safe Drinking Water Act violation data reveals that rural, low-income and minority communities are significantly more likely to be burdened with unavailable or unsafe in-home drinking water. Among community advocates, practitioners, and researchers, a consensus has emerged - alternatives to traditional infrastructure must be explored in the U.S. One promising alternative is delivering water to residences without access to reliable, clean water sources. This research explores how to optimally deliver drinking water to households by adapting the inventory routing problem [IRP] and creating heuristic algorithms to schedule efficient water delivery. The IRP and heuristics inform three key decisions - when to serve a customer, how much to deliver, and which delivery routes to use. These algorithms will be verified through implementation in central Appalachia and the Navajo Nation with a nonprofit organization dedicated to combating the water crisis in the US.",Adapting the inventory routing problem to optimize water deliveries in water insecure areas,[78440],543,"[145, 147, 65]",3247,Facilities Routing and Planning in Developing Countries,67,14,18,OR for Development and Developing Countries,"Wednesday, 12:30-14:00",W,C,12:30,14:00,2024-07-03,42 [building - 116],"['Vehicle Routing', 'Water Management', 'Logistics']",WC-18
"In this work, we address the Min Max Multi-Trip Location Arc Routing Problem [MM-MT-LARP]. We consider a depot from which a set of P trucks, each one carrying a drone, must travel to P out of D available points, where the drone is launched. Each drone has a limited autonomy which allows it to fly a maximum time L before having to get back to the launching point to change its battery so that it can start another route. Once the drone has completed all its routes, the truck goes back to the depot. The goal of the MM-MT-LARP is to determine the launching point for each truck and find a set of drone routes for each truck, each one starting and ending at its launching point and with flight time not greater than L, in such a way that all the drones’ routes jointly traverse all the given edges and the largest total time of all the trucks [time of traveling to the launching point, flight time of the drone and time of traveling back to the depot] is minimized. In this talk, we present a route-based formulation for the problem and a branch-and-price algorithm to solve it, as well as some preliminary computational results on a set of instances with different characteristics.",A Branch and Price for the Min Max Multi-Trip Location Arc Routing Problem,"[77417, 9794, 60281]",743,"[145, 14, 143]",3249,Arc Routing,5,8,64,VeRoLog - Vehicle Routing and Logistics,"Tuesday, 10:30-12:00",T,B,10:30,12:00,2024-07-02,S16 [building - 101],"['Vehicle Routing', 'Combinatorial Optimization', 'Transportation']",TB-64
"This study focuses on solving routing problem of industrial inspection robots by using mathematical model. Inspection robots are generally used to control. Especially in the production of bus, inspection of body in white of a bus has approximately 3000 subparts and all of them must be controlled. Since inspection time is important, routing of robot[s] is crucial. Robot arm starts from a starting point and moves another check point. When it finishes the control, traverses another check point until ensures all sub parts are controlled. However, in this process, determining the control points and calculating the shortest path distance between all pairs of nodes is important. Distance between check points should not be greater than sensor observation capabilities. Additionally, robot's movements are limited because of obstacles of body in white. Finally, a good route should be determined by visiting some check points.
In this study the shortest path distances was calculated by using Floyd-Warshall algorithm and an integer linear mathematical model so as to minimize total traversing and inspection time is developed based on TSP. However, in this model, robot does not need to visit all check points in the network. The developed model was successfully validated on various test problems and the optimal solution could be obtained for small size problems. It was shown that a good solution can be obtained within 5 minutes for the problem having more than 1000 sub-parts with 170 nodes. ",A Mathematical model for routing of Industrial Inspection Robots,"[75791, 3614, 20156]",866,"[14, 145]",3250,Topics in Integer Programming II,64,13,25,Combinatorial Optimization,"Wednesday, 10:30-12:00",W,B,10:30,12:00,2024-07-03,011 [building - 208],"['Combinatorial Optimization', 'Vehicle Routing']",WB-25
"We perform a cluster analysis on treatment plans of rehabilitation patients. Rehabilitation patients receive multidisciplinary care during treatment, which allows treatment plans to be customised to each patient. We cluster patients with similar treatment plans with the goal of standardising these plans and to make predictions for new patients. We aim to use the clustering model as an input for capacity and planning models.
We partition each treatment plan into patterns based on decision moments where the doctor decides how to continue the patient’s care. The patterns are multivariate count data, as we count the number of appointments per discipline over the duration of the pattern.
We use finite mixture methods to cluster the patterns. Each cluster is modelled as a multivariate Poisson distribution. Given a number of clusters, we use Expectation-Maximization to find the optimal parameters for the model. We use the Bayesian Information Criterion to optimise the number of clusters.
We analyse the treatment plans, now sequences of patterns, using a non-stationary Markov chain. The transition probabilities are estimated from the clustered data. Subsequently, we calculate the probability of a treatment plan to identify common treatment groups.
Finally, we show the validity of the clustering model by simulating new patients and comparing to the actual data. Our method is used by Reade rehabilitation centre in Amsterdam to support the development of standard treatment plans.",Cluster analysis of treatment plans of rehabilitation patients,[77522],973,"[56, 0]",3251,Capacity and treatment planning in healthcare,3,14,10,OR in Health Services [ORAHS],"Wednesday, 12:30-14:00",W,C,12:30,14:00,2024-07-03,11 [building - 116],['Health Care'],WC-10
"In recent years, an increasing number of companies have been introducing drones into the transport sector, mainly to cope with last-mile distribution issues, being these means of transport more cost effective, sustainable and efficient than traditional modes. Notably, their use in remoted areas can increase accessibility and provide support in case of emergency.
Existing research studies mainly focus on drone components and on routing optimization problems, but there seems to be a lack of papers dealing with the design of distribution chains implementing drones for last-mile logistics services.
This research proposes an application of genetic network programming to optimize the logistics network configuration, with the aim of defining the optimal combination of transport modes serving the implementation of drones in the last-mile distribution. In particular, a multi-criteria method is used to evaluate the fitness of the candidate solutions by combining environmental impacts, transportation performances and costs. Moreover, an ad-hoc crossover operator is developed to preserve the most promising structures during the evolution process. 
The methodology has been tested through an application to a case study in a mountain area in the North-East of Italy.
",Application of Genetic Network Programming to optimize logistics services in mountain areas using drones,"[79799, 78444, 79822]",977,"[143, 53, 26]",3252,Last mile delivery with drones,6,15,56,Transportation,"Wednesday, 14:30-16:00",W,D,14:30,16:00,2024-07-03,S04 [building - 101],"['Transportation', 'Graphs and Networks', 'Decision Support Systems']",WD-56
"The development of Electric Vehicles [EVs] has exceeded all expectations. 
At the current pace, opportunities will open up for electric freight transport and aviation. For these industries with tight schedules, however, long battery recharge times will be problematic. The ability to swap depleted batteries may provide an alternative. Swaps can be done quickly, and the EV can be deployed while the used battery recharges at a depot. 

This paper studies scheduling operations of battery swapping and charging for a EV fleet that needs to perform a tight schedule. We propose a stochastic recourse optimization model to size the infrastructure - the charging power and the number of spare batteries. This aims to minimize the infrastructure and charging costs, given a stochastic amount of traffic to be fulfilled. The charging costs are determined in the second stage of the model, which optimizes the charging operations of the vehicles, given a day's traffic schedule. We expand on current studies by leveraging the knowledge of the traffic schedule, and by allowing for preemptive charging.  

We show our method for an airline operating small electric aircraft, where swaps are done at hub airports. We use the domestic network of Norway's Widerøe Airlines of 43 airports and 56000 annual flights. We show that 4400 kW in power supply and 23 spare batteries are required for electrification.  Furthermore, we show that this grants high scheduling flexibility with a smaller infrastructure.",A two-phase stochastic approach for sizing and scheduling of battery swapping and charging of electric vehicles,"[78446, 78452]",650,"[4, 100, 129]",3253,Airline Applications II,6,5,55,Transportation,"Monday, 14:30-16:00",M,D,14:30,16:00,2024-07-01,S02 [building - 101],"['Airline Applications', 'OR in Sustainability', 'Scheduling']",MD-55
"Assessing responsibility and irresponsibility in anticipation practices, this research questions future-oriented organizational and personal behaviours over time from both factual and symbolic perspectives [Marchais-Roubelat, 2012]. Together with the concepts of responsible futures [Arnaldi et al, 2020, Fuller and Roubelat, 2021] and of responsible foresight [Tonn, 2018, Van der Duin, 2019], the one of responsible anticipation introduces the stance of responsibility in future-making activities.
As a commitment to action [Fuller, 2017, Marchais-Roubelat, 2021], anticipation offers critical viewpoints to assess the responsibility of future-oriented practices in a principle of action for situating acts, their effects and their assessments from multiple moving rules over time. Supplementing axiological and deontological dimensions of anticipation [Danaher, 2021], the principle of action stresses the factual and the symbolic sides of commitments, of their effects, as well as of their assessment.
From the longitudinal study of the sustainability of nuclear energy in anticipation practices from 1950s to present, we suggest that this principle of action be part of a critical approach to assess the responsibility of anticipation practices. Such a responsible anticipation faces the gaps between future and past or present assessments and invite to introduce the risk of anachronism to question responsible or irresponsible behaviours.",Assessing responsible anticipation over time. The factual and symbolic sides of future-oriented practices,"[77894, 77886]",677,"[10, 0]",3254,Scenarios and foresight practices - Behavioural issues III,13,14,11,Behavioural OR,"Wednesday, 12:30-14:00",W,C,12:30,14:00,2024-07-03,12 [building - 116],['Behavioural OR'],WC-11
"First order stochastic optimization methods are effective tools for the minimization of problems arising in deep learning applications. In this work we study a stochastic first order algorithm which rules the increase of the mini-batch size in a predefined fashion and automatically adjusts the learning rate by means of a monotone or non-monotone line search procedure. The mini-batch size is incremented at a suitable a priori rate throughout the iterative process in order that the variance of the stochastic gradients is progressively reduced. The a priori rate is not subject to restrictive assumptions, allowing for the possibility of a slow increase in the mini-batch size. On the other hand, the learning rate can non-monotonically vary along the iterations, as long as it is appropriately bounded. Convergence results for the proposed method are provided for both convex and non convex objective function. The low per-iteration cost, the limited memory requirements and the robustness against the hyperparameters setting make the suggested approach well-suited for implementation within the deep learning framework, also for GPGPU-equipped architectures. Numerical results on training deep neural networks for multi-class image classification show a promising behaviour of the proposed scheme with respect to similar state of the art competitors.",On stochastic first order optimization methods for deep learning applications ,"[76611, 71816, 78456, 78457, 69872]",423,"[81, 66]",3256,Optimization and learning for data science and imaging [Part III],84,4,34,Advances in large scale nonlinear optimization,"Monday, 12:30-14:00",M,C,12:30,14:00,2024-07-01,43 [building - 303A],"['Non-smooth Optimization', 'Machine Learning']",MC-34
"Anchoring bias, a well-known cognitive bias, occurs when people heavily rely on the initial information they receive, influencing subsequent judgments or decisions. This study examines anchoring bias in multi-attribute value theory [MAVT], focusing on its impact during value function and weight elicitation process. Hypotheses were formulated to investigate the presence of anchoring bias in MAVT and to explore potential strategies for mitigating its effects. These strategies were derived from the consider-the-opposite concept, a recognized de-biasing approach for anchoring bias and were customized to fit the MAVT process. To test the hypotheses, an experimental study was conducted based on a real-life decision-making problem. We created a questionnaire in alignment with the MAVT methodology and collected data via an online platform. The findings indicate that anchoring bias has an impact on both the value function and weight elicitation steps. Additionally, suggested mitigation strategies were observed to be somewhat effective, offering decision-makers practical tools to partially address anchoring bias. In conclusion, this research contributes to enhancing decision-makers' awareness of anchoring bias as well as offering actionable insights for decision-makers aiming for more accurate and unbiased decisions.",Anchoring bias in Multi-Attribute Value Theory,"[76894, 78621, 40259]",557,"[10, 25, 27]",3257,Behavioral Decision Analysis II,13,4,11,Behavioural OR,"Monday, 12:30-14:00",M,C,12:30,14:00,2024-07-01,12 [building - 116],"['Behavioural OR', 'Decision Analysis', 'Decision Theory']",MC-11
"The upcoming climate crisis is a consequential driver for displacement of communities, a little-studied problem in operations research. Its effects would strike people worldwide, causing displacement in great quantities. The unique characteristics of this problem - including consideration of a long-term planning horizon, future uncertainties, and heterogeneous populations and numerous locations under different climate change impacts at varying levels – require a different approach to handle this problem. For these reasons, our approach can assist in developing relocation plans to manage climate-change-induced movements with a long-term outlook while using the resources effectively and protecting the well-being and dignity of both displaced and receiving communities. The first step of these plans is the high-level planning of where the displaced people should go and when. The second step reflects the mixed decision-making structure resulting from the involvement of many local authorities and the necessity of looking after global humanitarian interests. We suggest a consensus structure that compromises the global outcomes and local interests using a global optimal model, self-optimal local models, and a final global model that uses the outputs of the global and self-optimal models and iterates by adjusting the decisions until fairness among all participating hosts is achieved.",Decentralization Approach for Global Relocation Planning under Climate Change ,"[61143, 71173, 61145, 2268]",556,"[58, 94]",3258,Complex societal problems,38,10,21,OR in Humanitarian Operations [HOpe],"Tuesday, 14:30-16:00",T,D,14:30,16:00,2024-07-02,49 [building - 116],"['Humanitarian Applications', 'OR in Environment and Climate change']",TD-21
